text,date,char,sentiment,polarity,subjectivity,timestamp,Preprocess
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 23:22:59,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"Had no idea Theon Greyjoy is in John Wick, but in Reek form.",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 23:22:56,had no idea theon greyjoy is in john wick but in reek form
@OriginalFunko why was Theon Greyjoy never made? Will we get him in the future?,05/11/2019,Theo Greyjoy,Neu,0.0,0.125,05/11/2019 23:21:22,originalfunko why wa theon greyjoy never made will we get him in the future
RT @sarahsmotherman: Why my dog look like Theon Greyjoy https://t.co/6bO7mYCGsG,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 23:10:46,rt sarahsmotherman why my dog look like theon greyjoy http co 6bo7mycgsg
Why my dog look like Theon Greyjoy https://t.co/6bO7mYCGsG,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 23:08:39,why my dog look like theon greyjoy http co 6bo7mycgsg
"RT @creaturefeear: Just when I was beginning to feel okay they hit us with this 🥺

I can’t get over it! 😭💔

#gameofthrones #TheonGreyjoy ht…",05/11/2019,Theo Greyjoy,Pos,0.625,0.5,05/11/2019 23:04:50,rt creaturefeear just when wa beginning to feel okay they hit u with this can get over it gameofthrones theongreyjoy ht
"RT @SaraESamora: @LoTheCat #LyannaMormont got me motivated. She fought and died for the North.
🐻
I bawled when her cousin, #Jorah, died. He…",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 23:04:40,rt saraesamora lothecat lyannamormont got me motivated she fought and died for the north bawled when her cousin jorah died he
"She never told him she loved him the same as any other Stark Brother ;________;
Theon Greyjoy-Stark. 
Sophie acts t… https://t.co/Yekw1GOCp2",05/11/2019,Theo Greyjoy,Pos,0.09374999999999999,0.475,05/11/2019 22:56:59,she never told him she loved him the same a any other stark brother ________ theon greyjoy stark sophie act http co yekw1gocp2
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 22:55:09,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"I don’t think I’ve ever seen on screen torture worst than Theon Greyjoy’s. Even after all his fukery, I’m starting to feel sorry for him",05/11/2019,Theo Greyjoy,Neg,-0.5,0.7000000000000001,05/11/2019 22:46:41,i don think ve ever seen on screen torture worst than theon greyjoy even after all his fukery m starting to feel sorry for him
Sophie Turner admits 'bawling' as she speaks out on Sansa Stark scene #GameofThrones https://t.co/tiAcb1l33L https://t.co/NGVnfOykmH,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 22:16:00,sophie turner admits bawling a she speaks out on sansa stark scene gameofthrones http co tiacb1l33l http co ngvnfoykmh
I miss Theon Greyjoy,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 22:15:42,i miss theon greyjoy
RT @kahlil_george: R.I.P Theon Greyjoy 😭😭,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 22:09:30,rt kahlil_george i theon greyjoy
"""You're a good man.

Thank you""

Late night Theon Greyjoy sketch in preparation for a print I have in mind to do.… https://t.co/m9j26F1BIp",05/11/2019,Theo Greyjoy,Pos,0.19999999999999998,0.6000000000000001,05/11/2019 22:06:49,you re good man thank you late night theon greyjoy sketch in preparation for print have in mind to do http co m9j26f1bip
@Gemholio @TheRogueRocket @PhillyD Yeah... the dude’s a real slime ball like. Out here looking like a hybrid of Ste… https://t.co/zGiiBmSFOT,05/11/2019,Theo Greyjoy,Pos,0.2,0.30000000000000004,05/11/2019 21:58:19,gemholio theroguerocket phillyd yeah the dude a real slime ball like out here looking like hybrid of ste http co zgiibmsfot
@beauviIIiers love him but why’s he lookin like Theon Greyjoy https://t.co/yjWBxbvY1S,05/11/2019,Theo Greyjoy,Pos,0.5,0.6,05/11/2019 21:51:10,beauviiiiers love him but why he lookin like theon greyjoy http co yjwbxbvy1s
I kissed Theon Greyjoy while singing my favourite song https://t.co/xW7X01gpTt,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 21:44:05,i kissed theon greyjoy while singing my favourite song http co xw7x01gptt
"me seeing jon snow: i like men
me seeing daenerys targaryen: i like women
me seeing robb stark: i like men
me seein… https://t.co/AHXZacFA9F",05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 21:40:37,me seeing jon snow like men me seeing daenerys targaryen like woman me seeing robb stark like men me seein http co ahxzacfa9f
I killed Theon Greyjoy infront of the crowd. https://t.co/trz44DCxBV,05/11/2019,Theo Greyjoy,Neg,-0.2,0.0,05/11/2019 21:33:26,i killed theon greyjoy infront of the crowd http co trz44dcxbv
"I’m finally ready to talk about Theon Greyjoy’s life, betrayal, torture, guilt &amp; redemption. My boy LIVED a LIFE. T… https://t.co/SZYRqjOXNr",05/11/2019,Theo Greyjoy,Pos,0.2,0.5,05/11/2019 21:30:47,i finally ready to talk about theon greyjoy life betrayal torture guilt amp redemption my boy lived life http co szyrqjoxnr
@asongofsansa I killed Theon Greyjoy while riding on a horse,05/11/2019,Theo Greyjoy,Neg,-0.2,0.0,05/11/2019 21:18:11,asongofsansa killed theon greyjoy while riding on horse
@joemurph @SocialSecurity People are really naming their kids after Theon Greyjoy? #GameofThrones https://t.co/gHSMOHLbig,05/11/2019,Theo Greyjoy,Pos,0.2,0.2,05/11/2019 21:17:47,joemurph socialsecurity people are really naming their kid after theon greyjoy gameofthrones http co ghsmohlbig
@marcorubio @POTUS This guy neutered you in front of America. You’re like the Theon Greyjoy of the Republican part.… https://t.co/RfT5G8qg7E,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 21:00:16,marcorubio potus this guy neutered you in front of america you re like the theon greyjoy of the republican part http co rft5g8qg7e
"it’s not even funny how attracted i am to Theon Greyjoy, all i think about",05/11/2019,Theo Greyjoy,Pos,0.25,1.0,05/11/2019 20:53:29,it not even funny how attracted am to theon greyjoy all think about
Fuck Theon Greyjoy a huge disgrace to his father and the starks and all of Winterfell,05/11/2019,Theo Greyjoy,Pos,2.7755575615628914e-17,0.75,05/11/2019 20:46:30,fuck theon greyjoy huge disgrace to his father and the starks and all of winterfell
Theon Greyjoy is the junior mobster in John Wick and he is apparently perfectly typecast already.,05/11/2019,Theo Greyjoy,Pos,1.0,1.0,05/11/2019 20:40:04,theon greyjoy is the junior mobster in john wick and he is apparently perfectly typecast already
@MujatiBrewing He looks a bit like Theon Greyjoy here,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 20:33:13,mujatibrewing he look bit like theon greyjoy here
I fucked Theon Greyjoy because I loved it https://t.co/gxWkBeFc0A,05/11/2019,Theo Greyjoy,Pos,0.04999999999999999,0.75,05/11/2019 20:17:20,i fucked theon greyjoy because loved it http co gxwkbefc0a
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 19:46:34,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
@GameOfThrones you already killed theon greyjoy you cannot hurt me anymore,05/11/2019,Theo Greyjoy,Neg,-0.2,0.0,05/11/2019 19:40:22,gameofthrones you already killed theon greyjoy you cannot hurt me anymore
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 19:36:29,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
Who figured #theongreyjoy would be the best written character on this show? Any hands? Any penises?… https://t.co/YPKhdJkwWz,05/11/2019,Theo Greyjoy,Pos,1.0,0.3,05/11/2019 19:31:32,who figured theongreyjoy would be the best written character on this show any hand any penis http co ypkhdjkwwz
"""Gods help you, Theon Greyjoy. Now you are truly lost"" —Ser Rodrik(s2ep6)

I cri.",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 19:27:47,god help you theon greyjoy now you are truly lost ser rodrik s2ep6 cri
@elizazaaa_ I fight with theon greyjoy in a tent lmao😅,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 19:26:19,elizazaaa_ fight with theon greyjoy in tent lmao
First #bbq  of 2019 and I’m taking a moment to think about #theongreyjoy  off gameofthrones and his cremation after… https://t.co/fenteRdIRF,05/11/2019,Theo Greyjoy,Pos,0.25,0.3333333333333333,05/11/2019 19:19:17,first bbq of 2019 and m taking moment to think about theongreyjoy off gameofthrones and his cremation after http co fenterdirf
Sophie Turner admits 'bawling' as she speaks out on Sansa Stark scene #GameofThrones https://t.co/tiAcb1l33L https://t.co/R5nXUELIRa,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 19:16:00,sophie turner admits bawling a she speaks out on sansa stark scene gameofthrones http co tiacb1l33l http co r5nxuelira
"i slapped theon greyjoy and i'm proud of it 
WELL NO https://t.co/LgLHe5cjxX",05/11/2019,Theo Greyjoy,Pos,0.8,1.0,05/11/2019 19:11:22,i slapped theon greyjoy and m proud of it well no http co lglhe5cjxx
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 19:06:05,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"RT @alfiesgreyjoy: alfie allen                            iwan rheon 

                          🤝
           
                  making fun…",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:51:31,rt alfiesgreyjoy alfie allen iwan rheon making fun
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 18:44:16,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"theon: i'm reek
sansa: you're theon greyjoy
💔💔💔💔",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:41:48,theon m reek sansa you re theon greyjoy
@JerrelXL @MacksJulien @2ForgetUs @0oty_Mac @Chuck1one @TruePG718 @IanChisolm @Freekeith @Woodshed_1914 @Rick__War… https://t.co/yGeB2MNq61,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:32:28,jerrelxl macksjulien 2forgetus 0oty_mac chuck1one truepg718 ianchisolm freekeith woodshed_1914 rick__war http co ygeb2mnq61
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 18:32:05,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
@MacksJulien @Nykterryandtray @2ForgetUs @0oty_Mac @Chuck1one @TruePG718 @IanChisolm @Freekeith @Woodshed_1914… https://t.co/1RofXHgY0g,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:28:15,macksjulien nykterryandtray 2forgetus 0oty_mac chuck1one truepg718 ianchisolm freekeith woodshed_1914 http co 1rofxhgy0g
"alfie allen                            iwan rheon 

                          🤝
           
                  makin… https://t.co/bxn0GTFvjX",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:27:13,alfie allen iwan rheon makin http co bxn0gtfvjx
I burned Theon Greyjoy and it was amazing. https://t.co/LtsS4V4dPn,05/11/2019,Theo Greyjoy,Pos,0.6000000000000001,0.9,05/11/2019 18:15:00,i burned theon greyjoy and it wa amazing http co ltss4v4dpn
Theon Greyjoy is in this movie #JohnWick,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 18:11:01,theon greyjoy is in this movie johnwick
"I lost Tony Stark, i lost Theon Greyjoy, and now i lost @AnderHerrera what a sad year.",05/11/2019,Theo Greyjoy,Neg,-0.35,0.8,05/11/2019 18:10:22,i lost tony stark lost theon greyjoy and now lost anderherrera what sad year
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 17:53:54,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 17:32:48,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
TIL: The actor who plays Theon Greyjoy on #GoT is the same guy who kills John Wick’s dog and steals his car. 😳,05/11/2019,Theo Greyjoy,Neu,0.0,0.125,05/11/2019 17:20:55,til the actor who play theon greyjoy on got is the same guy who kill john wick dog and steal his car
"if you’re ever having a bad day, just tell yourself “at least i’m not theon greyjoy”",05/11/2019,Theo Greyjoy,Neg,-0.4999999999999999,0.5333333333333333,05/11/2019 16:56:38,if you re ever having bad day just tell yourself at least m not theon greyjoy
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 16:44:41,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 16:42:05,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 16:38:21,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 16:24:04,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
(GoT) Theon Greyjoy || Home https://t.co/MNAJ7PkFOm via @YouTube,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 16:22:51,got theon greyjoy home http co mnaj7pkfom via youtube
Theon Greyjoy is the one character game of thrones even this season nailed perfectly,05/11/2019,Theo Greyjoy,Pos,0.3,0.7,05/11/2019 16:21:07,theon greyjoy is the one character game of throne even this season nailed perfectly
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 16:07:44,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
@theyarnspinna Oh Tyrion the imp? Lol I was talking about Theon Greyjoy and his dad my bad.,05/11/2019,Theo Greyjoy,Pos,0.0500000000000001,0.6833333333333333,05/11/2019 15:57:36,theyarnspinna oh tyrion the imp lol wa talking about theon greyjoy and his dad my bad
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 15:57:00,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 15:46:06,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 15:45:58,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 15:16:26,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 15:16:25,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
Let's play a game. You'll be my Theon Greyjoy and I'll be your Ramsay Bolton.,05/11/2019,Theo Greyjoy,Neg,-0.4,0.4,05/11/2019 15:16:25,let play game you ll be my theon greyjoy and ll be your ramsay bolton
i’m avoiding the 4 episodes of GoT because i’m not ready to let theon greyjoy go officially yet like i’m a mess,05/11/2019,Theo Greyjoy,Neg,-0.1375,0.3375,05/11/2019 15:10:26,i avoiding the 4 episode of got because m not ready to let theon greyjoy go officially yet like m mess
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:56:25,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:52:10,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:51:52,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:47:22,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:47:21,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
I’m watching Game of Thrones for the first time and Theon Greyjoy looks like Clueless Morgan from Muppet Treasure I… https://t.co/XiTEoZoboQ,05/11/2019,Theo Greyjoy,Neg,-0.07500000000000001,0.3666666666666667,05/11/2019 14:45:01,i watching game of throne for the first time and theon greyjoy look like clueless morgan from muppet treasure http co xiteozoboq
"i lost ned stark, i lost jorah mormont, i lost theon greyjoy, if i lose jaime lannister too i will die, how much he… https://t.co/IZskA42HN4",05/11/2019,Theo Greyjoy,Neu,0.0,0.4,05/11/2019 14:40:46,i lost ned stark lost jorah mormont lost theon greyjoy if lose jaime lannister too will die how much he http co izska42hn4
"@crazy_mufc @ndtv @RahulGandhi Rarely, though. 
But he's a ""good man"". Just like Theon Greyjoy was for Bran😋😅",05/11/2019,Theo Greyjoy,Pos,0.5,0.75,05/11/2019 14:37:34,crazy_mufc ndtv rahulgandhi rarely though but he a good man just like theon greyjoy wa for bran
RT @CjSonOfAnarchy: Bottas read all your tweets when Y'all were saying he has no nerve and he's a bottler.. Greatest Renaissance since Theo…,05/11/2019,Theo Greyjoy,Pos,1.0,1.0,05/11/2019 14:36:54,rt cjsonofanarchy bottas read all your tweet when all were saying he ha no nerve and he a bottler greatest renaissance since theo
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:31:57,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @Daily_Express: Sophie Turner admits 'bawling' as she speaks out on Sansa Stark scene #GameofThrones https://t.co/tiAcb1l33L,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:23:00,rt daily_express sophie turner admits bawling a she speaks out on sansa stark scene gameofthrones http co tiacb1l33l
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:13:46,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 14:07:35,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"Theon Greyjoy got what he deserved for killing that dog and stealing the whip though. 

The audacity.",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 14:01:59,theon greyjoy got what he deserved for killing that dog and stealing the whip though the audacity
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:56:44,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
Sophie Turner admits 'bawling' as she speaks out on Sansa Stark scene #GameofThrones https://t.co/tiAcb1l33L,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:56:41,sophie turner admits bawling a she speaks out on sansa stark scene gameofthrones http co tiacb1l33l
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:53:47,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
Theon Greyjoy's entire redemption arc seems to revolve around the fact that he killed some peasent children no one… https://t.co/NrAf7kH6Qk,05/11/2019,Theo Greyjoy,Neg,-0.1,0.3125,05/11/2019 13:49:00,theon greyjoy entire redemption arc seems to revolve around the fact that he killed some peasent child no one http co nraf7kh6qk
RT @TylaShorr: @murdabeatz_ My man Murda still out here lookin like rich Theon Greyjoy,05/11/2019,Theo Greyjoy,Pos,0.375,0.75,05/11/2019 13:48:55,rt tylashorr murdabeatz_ my man murda still out here lookin like rich theon greyjoy
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:34:44,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:27:15,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"RT @GameOfThrones: Pledge your allegiance:
#Daenerys
#JonSnow
#CerseiLannister
#AryaStark
#JaimeLannister
#TyrionLannister
#SansaStark
#Bra…",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 13:25:19,rt gameofthrones pledge your allegiance daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark bra
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:25:10,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
loras tyrell + theon greyjoy = gregor clegane,05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 13:13:42,loras tyrell theon greyjoy gregor clegane
RT @Hemswobrien: They included The Night King but not Jaime Lannister or Theon Greyjoy. WHAT A JOKE lol https://t.co/4SoPfPEkuQ,05/11/2019,Theo Greyjoy,Pos,0.8,0.7,05/11/2019 13:07:28,rt hemswobrien they included the night king but not jaime lannister or theon greyjoy what joke lol http co 4sopfpekuq
"""Everything you did brought you where you are now, where you belong. Home. Theon, you are a good man"".

#BranStark… https://t.co/oY8MZJWPuZ",05/11/2019,Theo Greyjoy,Pos,0.7,0.6000000000000001,05/11/2019 13:04:18,everything you did brought you where you are now where you belong home theon you are good man branstark http co oy8mzjwpuz
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 13:03:00,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 12:58:33,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 12:46:03,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"I killed Theon Greyjoy in a tent.

Yeah sounds like what I can do https://t.co/NqMDMr2SAJ",05/11/2019,Theo Greyjoy,Neg,-0.2,0.0,05/11/2019 12:40:10,i killed theon greyjoy in tent yeah sound like what can do http co nqmdmr2saj
"WhAt MBBS did to me = what did Ramsay Bolton do to Theon Greyjoy.
Only GOT fans will get it.
#Mbbs 
#GoT",05/11/2019,Theo Greyjoy,Neu,0.0,1.0,05/11/2019 12:39:17,what mbbs did to me what did ramsay bolton do to theon greyjoy only got fan will get it mbbs got
"What could I talk about 30m with no prep?

- Why Molly didn’t suck
- Why Theon Greyjoy and Sansa Stark are my favor… https://t.co/brEGotEmv7",05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 12:32:13,what could talk about 30m with no prep why molly didn suck why theon greyjoy and sansa stark are my favor http co bregotemv7
They included The Night King but not Jaime Lannister or Theon Greyjoy. WHAT A JOKE lol https://t.co/4SoPfPEkuQ,05/11/2019,Theo Greyjoy,Pos,0.8,0.7,05/11/2019 12:16:10,they included the night king but not jaime lannister or theon greyjoy what joke lol http co 4sopfpekuq
"''Theon Greyjoy just showed that you do not need balls to be a man""",05/11/2019,Theo Greyjoy,Neu,0.0,0.0,05/11/2019 12:04:34,theon greyjoy just showed that you do not need ball to be man
RT @lovelysophiet: · · ✹ Sansa Stark saying goodbye to Theon Greyjoy + Florence. https://t.co/4nnie39ZAq,05/11/2019,Theo Greyjoy,Neg,-0.2,0.6,05/11/2019 11:49:43,rt lovelysophiet sansa stark saying goodbye to theon greyjoy florence http co 4nnie39zaq
"RT @GameOfThrones: The Game of Emojis:
#DaenerysTargaryen
#JonSnow
#CerseiLannister
#AryaStark
#JaimeLannister
#TyrionLannister
#SansaStark…",05/11/2019,Theo Greyjoy,Neg,-0.4,0.4,05/11/2019 11:32:13,rt gameofthrones the game of emojis daenerystargaryen jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark
